Count,Name,Example,Action Type,Category,Description
8,Angelic Weapons,Deva,Special Ability,Offense,"The $'s weapon attacks are magical. When the $ hits with any weapon, the weapon deals an extra radiant damage (included in the attack)."
44,Elemental Weapon,Azer,Special Ability,Offense,"When the $ hits with a melee weapon, it deals an extra type damage (included in the attack)."
84,Rampage,Gnoll,Special Ability,Offense,"When the $ reduces a creature to 0 hit points with a melee attack on its turn, the $ can take a bonus action to move up to half its speed and make an attack."
16,Berserk,Clay Golem,Special Ability,Offense,"When the $ starts its turn with ## hit points or fewer, roll a d6. On a 6, the $ goes berserk. On each of its turns while berserk, the $ attacks the nearest creature it can see. If no creature is near enough to move to and attack, the $ attacks an object, with preference for an object smaller than itself. Once the $ goes berserk, it continues to do so until it is destroyed or regains all its hit points."
121,Wounded Fury,Quaggoth,Special Ability,Offense,"While it has ## hit points or fewer, the $ has advantage on attack rolls. In addition, it deals an extra damage to any target it hits with a melee attack."
32,Devil Sight,Barbed Devil,Special Ability,Sense,Magical darkness doesn't impede the $'s darkvision.
31,Detect Life,Banshee,Special Ability,Sense,"The $ can magically sense the presence of living creatures up to # miles away. It knows the general direction they're in, but not their exact location."
77,Otherworldly Perception,Kuo-Toa,Special Ability,Sense,The $ can sense the preseence of any creature within 30 feet of it that is invisible or on the Ethereal Plane. It can pinpoint such a creature that is moving.
17,Blind Senses,Grimlock,Special Ability,Sense,The $ can't use its blindsight while deafened and unable to smell.
38,Echolocation,Hook Horror,Special Ability,Sense,The $ can't use its blindsight while deafened.
64,Keen Senses,Hell Hound,Special Ability,Sense,The $ has advantage on Wisdom (Perception) checks that rely on sense.
47,Faultless Tracker,Invisible Stalker,Special Ability,Sense,The $ is given a quarry by its summoner. The $ knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The $ also knows the location of its summoner.
35,Divine Awareness,Planetar,Special Ability,Sense,The $ knows if it hears a lie.
251,Read Thoughts,Doppelganger,Action,Sense,"The $ magically reads the surface thoughts of one creature within 60 feet of it. The effect can penetrate barriers, but 3 feet of wood or dirt, 2 feet of stone, 2 inches of metal, or a thin sheet of lead blocks it. While the target is in rage, the $ can continue reading its thoughts, as long as the $'s concentration isn't broken (as if concentrating on a spell). While reading the target's mind, the $ has advantage on Wisdom (Insight) and Charisma (Deception, Intimidation, and Persuasion) checks against the target."
338,Detect,Aboleth,Legendary Action,Sense,The $ makes a Wisdom (Perception) check.
92,Sense Magic,Chuul,Special Ability,Sense,The $ senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn't itself magical.
314,Weird Insight,Nothic,Action,Sense,"The $ targets one creature it can see within 30 feet of it. The target must contest its Charisma (Deception) check against the $'s Wisdom (Insight) check. If the $ wins, it magically learns one fact or secret about the target. The target automatically wins if it is immune to being charmed."
196,Heart Sight,Sprite,Action,Sense,"The $ touches a creature and magically knows the $'s current emotional state. If the target fails a DC ## Charisma saving throw, the $ also knows the $'s alignment. Celestials, fiends, and undead automatically fail the saving throw."
94,Shapechanger,Wererat,Special Ability,Shapeshift,"The $ can use its action to polymorph into a beast-humanoid hybrid or into a beast, or back into its true from, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying ins't transformed. It reverts to its true form if it dies."
208,Illusory Appearance,Green Hag,Action,Shapeshift,"The $ covers itself and anything they are wearing or carrying with a magical illusion that makes it look like another creature of its general size and shape. The illusion ends if the $ takes a bonus action to end it or if it dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the $ could appear to have smooth skin, but somone touching it would feel its flesh. Otherwise, a creature must take an actino to visually inspect the illusion and succeed on a DC ## Intelligence (Investigation) check to discern that the hag is disguised."
141,Change Shape,Ancient Dragon,Action,Shapeshift,"The $ magically polymorphs into a humanoid or beast that has a hallenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the $'s choice). In a new form, the $ retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form."
73,Misty Escape,Vampire,Special Ability,Shapeshift,"When it drops to 0 hit points outside its resting place, the $ transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in problem terrain such as sunlight or running water. If it can't transform, it is destroyed. While it has 0 hit points in mist form, it can't revert to its form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its original form. It is then paralyzed until it regains at least 1 hit point. After spending 1 horu in its resting place with 0 hit points, it regains 1 hit point."
99,Spell Storing,Shield Guardian,Special Ability,Special,"A spellcaster who wears the $'s amulet can cause the $ to store one spell of the #th level or lower. To do so, the wearer must cast the spell on the $. The spell has no effect but is stored within the $. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the $ casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost."
42,Elemental Demise,Dao,Special Ability,Special,"If the $ dies, its body disappears in an appropriate fashion, leaving behind only equipment the $ was wearing or carrying."
7,Amphibious,Kuo-Toa,Special Ability,Special,The $ can breathe air and water.
23,Confer Elemental Resistance,Nightmare,Special Ability,Special,The $ can grant resistance to type damage to anyone riding it.
56,Hold Breath,Lizardfolk,Special Ability,Special,The $ can hold its breath for ## minutes.
72,Mimicry,Kenku,Special Ability,Special,"The $ can mimic any sounds it has heard, including voices. A creature that hears the sounds can tell they are imitations with a successful DC ## Wisdom (Insight) check."
65,Labyrinthine Recall,Minotaur,Special Ability,Special,The $ can perfectly recall any path it has traveled.
45,Ephemeral,Will-o'-Wisp,Special Ability,Special,The $ can't wear or carry anything.
137,Body Thief,Intellect Devourer,Action,Special,"The $ initiates an Intelligence contest with an incapacitated humanoid within 5 feet of it. If it wins the contest, the $ magically consumes the target's brain, teleports into the target's skull, and takes control of the target's body. While inside a creature, the $ has total cover against attacks and other effects originating outside its host. The $ retains its intelligence, Wisdom, and Charisma scores, as well as its understanding of Deep Speech, its telepathy, and its traits. It otherwise adopts the target's statistics. It knows everything that the $ knew, including spells and languages. If the host body drops to 0 hit points, the $ must leave it. A protection from evil and good spell cast on the body drives the $ out. The $ is also forced out if the target regains its devoured brain by means of wish. By spending 5 feet of its movement, the $ can voluntarily leave the body, teleporting to the nearest unoccupied space within 5 feet of it. The body then dies, unless its brain is restored within 1 round. "
15,Beast of Burden,Mule,Special Ability,Special,The $ is considered to be a one size larger animal for the purpose of determinng its carrying capacity.
151,Create Food and Water,Spectator,Action,Special,The $ magically creates enough food and water to sustain itself for 24 hours.
308,Wall of Ice,Ice Devil,Action,Special,"The $ magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high, or a hemispherical domeup to 20 feet in diameter. When the wall appears, each creature in its space is pushed out of it by the shortest route. The $ chooses which side of the wall to end up on, unless the $ is incapacitated. The $ then makes a DC ## Dexterity saving throw, taking cold damage on a failed save, or half as much damage on a successful one. The wall lasts for 1 minute or until the $ is incapacitated or dies. The wall can be damaged and breached; each 10-foot section has AC 5, 30 hit points, vulnerability to fire damage, and immunity to acid, cold, necrotic, poison, and psychic damage. If a section is destroyed, it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn, willingly or otherwise, the $ must make a DC ## Constitution saving throw, taking cold damage on a failed save, or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes."
166,Engulf,Gelatinous Cube,Action,Special,"The $ moves up to its speed. While doing so, it can enter a same size or smaller creature's spaces. Whenever the $ enters a creature's space, the $ must make a DC ## Dexterity saving throw. On a successful save, the $ can choose to be pushed 5 feet back or to the side of the cube. A creature that chooses not to be pushed back suffers the consequences of a failed saving throw. On a failed save, the cube enters the $'s space, and the $ takes acid damage and is engulfed. The engulfed creature can't breathe, is restrained, and takes acid damage at the start of each of the $'s turns. When the $ moves, the engulfed creature moves with it. An engulfed creature can try to escape by taking an action to make a DC ## Strength check. On a success, the $ escapes and enters a space of its choice within 5 feet of the $. "
183,Flying Sword,Solar,Action,Special,"The $ releases its greatsword to hover magically in an unoccupied space within 5 feet of it. If the $ can see the sword, the $ can mentally command it as a bonus action to fly up to 50 feet and either make one attack against a target or return to the $'s hands. If the hovering sword is targeted by an effect, the $ is considered to be holding it. The hovering sword falls if the $ dies."
58,Illumination,Flameskull,Special Ability,Special,"The $ sheds either dim light in a sphere, or bright light in a sphere and dim light for an distance. It can switch between the options as an action."
125,Animate Chains,Chain Devil,Action,Special,"Up to four chains the $ can see within 60 feet of it magically sprout razor-edged barbs and animate under the $'s control, provided that the chains aren't being worn or carried. Each animated chain is an object with AC 20, 20 hit points, resistance to piercing damage, and immunity to psychic and thunder damage. When the $ uses Multiattack on its turn, it can use each animated chain to make one additional chain attack. An animated chain can grapple one creature on its own but can't make attacks while grappling. An animated chain reverts to its inanimate state if reduced to 0 hit points or if the $ is incapacited or dies."
324,Split,Black Pudding,Reaction,Special,"When a creature that is Medium or larger is subjected to lightning or slashing damage, it splits into two new similar creatures if it has at least ## hit points. Each new creature has hit points equal to half the original, rounded down. New creatures are one size smaller than the original."
267,Shriek,Shrieker,Action,Special,"When bright light or a creature is within 30 feet of the $, it emits a shriek audible within 300 feet of it. The $ continues to shriek until the disturbance moves out of range and for 1d4 of the $'s turns afterwards."
161,Distress Spores,Myconid Sprout,Action,Special,"When the $ takes damage, all other similar creatures within 240 feet of it can sense its pain."
334,Cast Spell,Andropshinx,Legendary Action,Spell,"The $ casts a spell from its list of prepared spells, using a spell slot as normal."
333,Cantrip,Lich,Legendary Action,Spell,The $ casts a cantrip.
61,Innate Spellcasting,Androsphinx,Special Ability,Spell,"The $ is a ##th-level spellcaster. Its spellcasting ability is ability (spell save DC ##, +## to hit with spell attacks). It requires no material components to cast its spells. The $ has the following class spells prepared: ##"
100,Spellcasting,Lich,Special Ability,Spell,"The $ is an ##th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC ##, +## to hit with spell attacks). The $ has the following class spells prepared:"
319,Superior Invisibility,Faerie Dragon,Bonus Action,Stealth,"As a bonus action, the $ can magically turn invisible until its concentration ends (as if concetrating on a spell). Any equipment that the $ wears or carries is invisible with it."
111,Terrain Camoflauge,Bullywug,Special Ability,Stealth,The $ has advantage on Dexterity (Stealth) checks made to hide in type terrain.
21,Chameleon Skin,Troglodyte,Special Ability,Stealth,The $ has advantage on Dexterity (Stealth) checks made to hide.
63,Invisible in Element,Water Weird,Special Ability,Stealth,The $ is invisible while fully immersed in its appropriate element.
212,Invisibility,Imp,Action,Stealth,The $ magiaclly turns invisible until it attacks or until its concentration ends (as if concentrating on a spell). Any equipment the $ wears or carries is invisible with it.
213,Invisible Passage,Green Hag,Action,Stealth,"The $ magically turns invisible until it attacks or casts a spell, or until their concentration ends (as if concentrating on a spell). While invisible, it leaves no physical evidence of its passage, so it can be tracked only by magic. Any equipment it wears or carries is invisible with it."
291,Superior Invisibility,Pixie,Action,Stealth,The $ magically turns invisible until its concentration ends (as if concentrating on a spell). Any equipment the $ wears or carries is invisible with it.
93,Shadow Stealth,Shadow Demon,Special Ability,Stealth,"While in dim light or darkness, the $ can take the Hide action as a bonus action."
46,False Appearance,Gargoyle,Special Ability,Stealth,"While the $ remains motionless, it is indistiguishable from an appropriate inanimate object."
210,Ink Cloud,Giant Octopus,Action,Stealth Movement,"A sphere of ink extends all around the $ if it is underwater. The area is heavily obscured for 1 minute, althouth a significant current can disperse the ink. After releasing the ink, the $ can use the Dash action as a bonus action."
112,Transparent,Gelatinous Cube,Special Ability,Stealth,"Even when the $ is in plain sight, it takes a successful DC ## Wisdom (Perception) check to spot the $ that has neither moved nor attacked. A creature that tries to enter the $'s space while unaware of the $ is surprised by the $."
290,Summon Demon,Drow Mage,Action,Summon,"The $ attempts to magically summon a yochlol with a 30 percent chance of success. If the attempt fails, the $ takes psychic damage. Otherwise, the summoned demon appears in an unoccupied space within 60 feet of the summoner, acts as an ally of its summoner, and can't summon other demons. It remains for 10 minutes, until it or its summoner dies, or until its summoner dismisses it as an action."
126,Animate Trees,Treant,Action,Summon,"The $ magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the $. The tree remains animated for 1 day or until it dies; until the $ dies or is more than 120 feet away from the tree; or until the $ takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible."
124,Animate Boulder,Galeb Duhr,Action,Summon,"The $ magically animates up to two boulders it can see within 60 feet. A boulder has statistics like those of a galeb duhr, except it has Intelligence 1 and Charisma 1, it can't be charmed or frightened, and it lacks this action option. A boulder remains animated as long as the $ maintains concentration, up to 1 minute (as if concentrating on a spell)."
143,Children of the Night,Vampire,Action,Summon,"The $ magically calls 2d4 swarms of bats or rats, provided that the sun isn't up. While outdoors, the $ can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds, acting as allies of the $ and obeying its spoken commands. The beasts remain for 1 hour, until the $ dies, or until the $ dismisses them as a bonus action."
216,Life Drain,Wight,Action,Summon,"The $ makes a melee attack on the target. If it hits, the target must succeed on a DC ## Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain by this attack rises 24 hours later as a zombie under the $'s control, unless the humanoid is restored to life or its body is destroyed. The $ can have no more than ## zombies under its control at one time."
152,Create Specter,Wraith,Action,Summon,The $ targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the $'s control. The $ can have no more than seven specters under its control at one time.
127,Animating Spores,Myconid Sovereign,Action,Summon,"The $ targets one corpose of a humanoid or a Large or smaller beast within 5 feet of it and releases spores at the corpse. In 24 hours, the corpse rises as a spore servant. The corpse stays animated for 1d4+1 weeks or until destroyed, and it can't be animated again in this way."
119,Water Susceptibilty,Fire Elemental,Special Ability,Weakness,"For every 5 feet the $ moves in water, or for every gallon of water splashed on it, it takes 1 cold damage."
52,Freeze,Water Elemental,Special Ability,Weakness,"If the $ takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn."
48,Fear of Element,Yeti,Special Ability,Weakness,"If the $ takes type damage, it has disadvantage on attack rolls and ability checks until the end of its next turn."
39,Element Bound,Water Weird,Special Ability,Weakness,The $ dies if it leaves its appropriate element to which it is bound or if its element is destroyed.
80,Poor Depth Perception,Cyclops,Special Ability,Weakness,The $ has disadvantage on any attack roll against a target more than 30 feet away.
10,Antimagic Susceptible,Flying Sword,Special Ability,Weakness,"The $ is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the $ must succeed on a Constitution saving throw against the caster's spell save DC or fall unconcious for 1 minute."
67,Light Sensitivity,Shadow Demon,Special Ability,Weakness,"While in a bright light, the $ has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight."
105,Sun Sickness,Myconid Sprout,Special Ability,Weakness,"While in sunlight, the $ has disadvantage on ability checks, attack rolls, and saving throws. The $ dies if it spends more than 1 hour in direct sunlight."
106,Sunlight Sensitivity,Kobold,Special Ability,Weakness,"While in sunlight, the $ has disadvantage on all attack rolls, as well as on Wisdom (Perception) checks that rely on sight."
1,Tunneler,Purple Worm,Special Ability,Special,"The $ can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake."
